atcf_code,storm_name,year,month,day,hour,minute,record_id,system_status,latitude,longitude,max_sus_wind,min_pressure,delta_distance,azimuth,x,y,day_of_year,minute_of_day,aday,vper,landfall
AL021975,AMY,1975,6,27,6,0,,TD,28.5,-79.0,25.0,1013.0,110.81946665981843,0.0,0.20047855278798207,-0.09937271450171517,178,360,518.012824668342,25325.0,0
AL021975,AMY,1975,6,27,12,0,,TD,29.5,-79.0,25.0,1013.0,110.8357797832052,0.0,0.8431368018930695,-0.4179239700967741,178,720,518.012824668342,25325.0,0
AL021975,AMY,1975,6,27,18,0,,TD,30.5,-79.0,25.0,1013.0,110.85245682532575,0.0,0.7106189636622466,-0.35223785493999393,178,1080,518.012824668342,25325.0,0
AL021975,AMY,1975,6,28,0,0,,TD,31.5,-78.8,25.0,1012.0,112.502730026637,9.723715392497509,-0.08114810613694029,0.021603103460221283,179,0,438.975869434329,25300.0,0
AL021975,AMY,1975,6,28,6,0,,TD,32.4,-78.7,25.0,1012.0,100.24416985904884,5.3854378943897885,-0.822098503625907,0.13282473680050302,179,360,438.975869434329,25300.0,0
AL021975,AMY,1975,6,28,12,0,,TD,33.3,-78.0,25.0,1011.0,119.39860640615233,33.096186951386606,-0.8160527348241552,-0.4889624762981998,179,720,438.975869434329,25275.0,0
AL021975,AMY,1975,6,28,18,0,,TD,34.0,-77.0,30.0,1006.0,120.9654070495252,49.79466972259641,-0.016388352991004978,-0.5288288103330056,179,1080,438.975869434329,30180.0,0
AL021975,AMY,1975,6,29,0,0,,TS,34.4,-75.8,35.0,1004.0,119.1684061254005,67.80410619441352,0.14437680560664082,-0.061344063407018375,180,0,372.82573463831784,35140.0,0
AL021975,AMY,1975,6,29,6,0,,TS,34.0,-74.8,40.0,1002.0,102.29109648366553,115.42493866442334,0.43720075543560766,0.29796642126003675,180,360,372.82573463831784,40080.0,0
AL021975,AMY,1975,6,29,12,0,,TS,33.8,-73.8,45.0,1000.0,95.11563507164682,103.20821198246367,-0.01884355585119868,0.6868627155149741,180,720,372.82573463831784,45000.0,0
AL021975,AMY,1975,6,29,18,0,,TS,33.8,-72.8,50.0,998.0,92.60037329569185,89.72184729380193,-0.5881562623293691,0.35525720350820184,180,1080,372.82573463831784,49900.0,0
AL021975,AMY,1975,6,30,0,0,,TS,34.3,-71.6,50.0,998.0,123.90152448504725,63.0737295345094,-0.20172198603146416,-0.1554713189446904,181,0,317.34832891785044,49900.0,0
AL021975,AMY,1975,6,30,6,0,,TS,35.6,-70.8,55.0,998.0,161.67626837622856,26.64235376080307,0.098385654989713,0.8580351872053248,181,360,317.34832891785044,54890.0,0
AL021975,AMY,1975,6,30,12,0,,TS,35.9,-70.5,60.0,987.0,42.94461131624078,39.098569155065505,-0.17997205225894103,0.9572782190031889,181,720,317.34832891785044,59220.0,0
AL021975,AMY,1975,6,30,18,0,,TS,36.2,-70.2,60.0,987.0,42.88140385852624,38.990684049185205,-0.4657474126774254,0.8820144433681298,181,1080,317.34832891785044,59220.0,0
AL021975,AMY,1975,7,1,0,0,,TS,36.2,-69.8,60.0,984.0,35.97416515613706,89.88187855269386,-0.7724543773036492,0.6310185145541607,182,0,270.72704820390584,59040.0,0
AL021975,AMY,1975,7,1,6,0,,TS,36.2,-69.4,60.0,984.0,35.974165156135804,89.88187855269386,-0.9572077804849247,0.2803986371308395,182,360,270.72704820390584,59040.0,0
AL021975,AMY,1975,7,1,12,0,,TS,36.2,-68.3,60.0,984.0,98.92849428001917,89.67516035702135,-0.6840790657885409,-0.7258828848206748,182,720,270.72704820390584,59040.0,0
AL021975,AMY,1975,7,1,18,0,,TS,36.7,-67.2,60.0,984.0,113.14945857380246,60.310311263423614,0.283820338645356,-0.7916511270751045,182,1080,270.72704820390584,59040.0,0
AL021975,AMY,1975,7,2,0,0,,TS,37.4,-66.7,60.0,984.0,89.51571948984031,29.641929161028184,0.22025754067837244,-0.19574975991055965,183,0,231.46865029043218,59040.0,0
AL021975,AMY,1975,7,2,6,0,,TS,37.3,-65.9,60.0,984.0,71.74500202103808,98.65612037345187,0.38755250525740254,0.028515366560898397,183,360,231.46865029043218,59040.0,0
AL021975,AMY,1975,7,2,12,0,,TS,37.3,-65.1,60.0,981.0,70.92838703787783,89.7576021373531,0.2495547587504385,0.2978799973922416,183,720,231.46865029043218,58860.0,0
AL021975,AMY,1975,7,2,18,0,,TS,37.3,-64.1,60.0,986.0,88.66033502616858,89.69700091206848,-0.11582236316699392,0.3709383380722521,183,1080,231.46865029043218,59160.0,0
AL021975,AMY,1975,7,3,0,0,,TS,37.7,-62.8,55.0,986.0,123.2264211991951,68.48862492707597,0.0008877062737905379,2.8285738728114238e-05,184,0,198.34342540938118,54230.0,0
AL021975,AMY,1975,7,3,6,0,,TS,38.2,-61.2,55.0,986.0,151.17935839087934,67.97294186320588,-0.02930152725150933,0.4793099745013508,184,360,198.34342540938118,54230.0,0
AL021975,AMY,1975,7,3,12,0,,TS,39.3,-59.6,55.0,986.0,185.08027987389585,48.220233679455696,-0.9954784111845654,-0.09009710268994886,184,720,198.34342540938118,54230.0,0
AL021975,AMY,1975,7,3,18,0,,TS,40.5,-58.0,50.0,986.0,190.97729387234443,45.25075108926733,0.03982418251717713,-0.3317695638180558,184,1080,198.34342540938118,49300.0,0
AL021975,AMY,1975,7,4,0,0,,TS,42.5,-54.8,50.0,986.0,347.4152029834185,49.20968921986801,0.17624256240303382,-0.9803707874547435,185,0,170.33682115562718,49300.0,0
AL021975,AMY,1975,7,4,6,0,,TS,44.5,-51.6,50.0,986.0,341.0598276498157,48.258369021655,0.11584593763893346,-0.4811353201145411,185,360,170.33682115562718,49300.0,0
AL021975,AMY,1975,7,4,12,0,,EX,47.0,-48.0,45.0,995.0,394.47720484908257,43.95333335903686,-0.07910463503588776,0.09493562756333998,185,720,170.33682115562718,44775.0,0
AL041975,BLANCHE,1975,7,24,6,0,,TD,26.0,-69.5,20.0,1014.0,110.12916114385231,-89.75888985402044,0.7067489673990258,-0.2863586692912638,205,360,12.935817315543076,20280.0,0
AL041975,BLANCHE,1975,7,24,12,0,,TD,26.1,-70.5,25.0,1014.0,100.68640766167472,-83.46334937313802,0.15212471248842357,-0.8091571552885684,205,720,12.935817315543076,25350.0,0
AL041975,BLANCHE,1975,7,24,18,0,,TD,26.5,-71.5,30.0,1013.0,109.25342215977011,-65.84822603209794,-0.7121426982622706,-0.6723051170545945,205,1080,12.935817315543076,30390.0,0
AL041975,BLANCHE,1975,7,25,0,0,,TD,27.2,-72.5,30.0,1012.0,126.06759465768283,-51.80663729413592,-0.853362336775127,0.21188166300634226,206,0,11.639965104975323,30360.0,0
AL041975,BLANCHE,1975,7,25,6,0,,TD,28.0,-73.6,30.0,1010.0,140.18322593354895,-50.520117674343375,-0.06108163688577282,0.26392987662267897,206,360,11.639965104975323,30300.0,0
AL041975,BLANCHE,1975,7,25,12,0,,TD,28.9,-74.3,30.0,1007.0,121.03663824441962,-34.338911579812475,-0.26656950777051514,-0.5214516195191614,206,720,11.639965104975323,30210.0,0
AL041975,BLANCHE,1975,7,25,18,0,,TD,29.9,-74.9,30.0,1006.0,125.20939876113731,-27.570765597068718,-0.8771107727420577,-0.477146747447955,206,1080,11.639965104975323,30180.0,0
AL041975,BLANCHE,1975,7,26,0,0,,TD,31.0,-75.0,30.0,1005.0,122.32372699172124,-4.478199506830903,-0.3724222125931331,-0.15667837887035357,207,0,10.497226832726867,30150.0,0
AL041975,BLANCHE,1975,7,26,6,0,,TS,32.2,-74.6,35.0,1004.0,138.3644890119502,15.818817243592658,0.49289205820736465,0.5057002286043343,207,360,10.497226832726867,35140.0,0
AL041975,BLANCHE,1975,7,26,12,0,,TS,33.4,-73.5,35.0,1003.0,168.2996163083461,37.45000642324432,-0.2945318154372904,0.8671552562501444,207,720,10.497226832726867,35105.0,0
AL041975,BLANCHE,1975,7,26,18,0,,TS,34.2,-72.2,50.0,998.0,149.5484391491272,53.245169793368255,-0.34939035897210624,-0.019807516047820124,207,1080,10.497226832726867,49900.0,0
AL041975,BLANCHE,1975,7,27,0,0,,TS,35.0,-71.0,60.0,992.0,141.39347397034925,50.78376314041733,0.13231817668113155,0.40722512026719443,208,0,9.487735836358526,59520.0,0
AL041975,BLANCHE,1975,7,27,6,0,,HU,35.9,-70.0,65.0,987.0,134.95309350005837,41.98759786636473,-0.6168839604297456,0.7538074737867253,208,360,9.487735836358526,64155.0,0
AL041975,BLANCHE,1975,7,27,12,0,,HU,36.9,-69.0,70.0,984.0,142.68895386758905,38.65668784969033,-0.7119996635985761,-0.08227052573501202,208,720,9.487735836358526,68880.0,0
AL041975,BLANCHE,1975,7,27,18,0,,HU,37.9,-68.0,75.0,981.0,141.9753074027181,38.27998679459026,0.08782600897176893,0.1791722247304892,208,1080,9.487735836358526,73575.0,0
AL041975,BLANCHE,1975,7,28,0,0,,HU,39.3,-67.2,75.0,980.0,170.3188006854068,23.90377557587446,-0.3373305069749087,0.9409053534291963,209,0,8.594402429988868,73500.0,0
AL041975,BLANCHE,1975,7,28,6,0,,HU,41.2,-66.4,70.0,980.0,221.6798425717036,17.623404986485383,0.3201089881257415,-0.14547580600672683,209,360,8.594402429988868,68600.0,0
AL041975,BLANCHE,1975,7,28,12,0,,EX,44.0,-65.2,60.0,988.0,326.24558853795475,17.164877939658965,-0.012665864100339975,-0.012366650275211576,209,720,8.594402429988868,59280.0,0
AL041975,BLANCHE,1975,7,28,18,0,,EX,47.2,-62.4,60.0,992.0,417.32460903652486,30.56684762600566,-0.06905593242767961,-0.03182551534463303,209,1080,8.594402429988868,59520.0,0
AL071975,CAROLINE,1975,8,24,18,0,,TD,21.9,-71.1,25.0,1011.0,145.0783100239678,-112.18847565463257,-0.03662978114024969,-0.08332670270973007,236,1080,1.3786587566901287,25275.0,0
AL071975,CAROLINE,1975,8,25,0,0,,TD,21.6,-72.5,25.0,1010.0,148.5791928756439,-102.65878788139165,-0.370015669358199,0.09187133294198742,237,0,1.3290234766113769,25250.0,0
AL071975,CAROLINE,1975,8,25,6,0,,TD,21.2,-73.8,25.0,1010.0,141.88669646299158,-107.95036612387457,-0.019502829009198537,0.7108937505884901,237,360,1.3290234766113769,25250.0,0
AL071975,CAROLINE,1975,8,25,12,0,,TD,20.9,-75.1,25.0,1011.0,139.13860856149662,-103.57693887354394,0.8479983228970976,0.26066707709112313,237,720,1.3290234766113769,25275.0,0
AL071975,CAROLINE,1975,8,25,18,0,,TD,20.6,-76.4,25.0,1011.0,139.39942767595247,-103.55327604811701,0.5301355563173189,-0.8288719295786638,237,1080,1.3290234766113769,25275.0,0
AL071975,CAROLINE,1975,8,26,0,0,,TD,20.4,-77.7,25.0,1011.0,137.4018795762138,-99.04549883854466,-0.6674613161519121,-0.7443663309261418,238,0,1.2840254166877414,25275.0,0
AL071975,CAROLINE,1975,8,26,6,0,,TD,20.3,-79.0,25.0,1011.0,136.18835428955333,-94.43650603806503,-0.8894898565790592,0.44090013789894605,238,360,1.2840254166877414,25275.0,0
AL071975,CAROLINE,1975,8,26,12,0,,TD,20.2,-80.3,25.0,1012.0,136.2752051977495,-94.43453876596226,0.18370525636402227,0.9583726110857076,238,720,1.2840254166877414,25300.0,0
AL071975,CAROLINE,1975,8,26,18,0,,TD,20.2,-81.6,25.0,1012.0,135.868221906734,-89.77554763928188,0.9725887149808369,0.07935284737759929,238,1080,1.2840254166877414,25300.0,0
AL071975,CAROLINE,1975,8,27,0,0,,TD,20.4,-82.8,25.0,1013.0,127.2772368395397,-79.77387177010466,0.43685975657451603,-0.8992993918942367,239,0,1.243310745640948,25325.0,0
AL071975,CAROLINE,1975,8,27,6,0,,TD,20.8,-84.0,25.0,1013.0,132.70059937056533,-70.29500084312984,-0.6316025817620655,-0.6809836749556403,239,360,1.243310745640948,25325.0,0
AL071975,CAROLINE,1975,8,27,12,0,,TD,21.1,-85.1,25.0,1014.0,119.12913700726548,-73.61443129464622,-0.7481451380927285,0.21270310406779847,239,720,1.243310745640948,25350.0,0
AL071975,CAROLINE,1975,8,27,18,0,,TD,21.5,-86.3,25.0,1014.0,132.15483502033504,-70.20270337922591,-0.04417394210410291,0.46956576970502284,239,1080,1.243310745640948,25350.0,0
AL071975,CAROLINE,1975,8,28,0,0,,TD,22.0,-87.5,25.0,1014.0,135.91650104906347,-65.74116662454723,-0.007913100750046774,-0.0039659188940268505,240,0,1.2065653599201234,25350.0,0
AL071975,CAROLINE,1975,8,28,6,0,,TD,22.4,-88.8,25.0,1014.0,141.17910165118053,-71.47064581639562,-0.266710917837123,0.29481486985670957,240,360,1.2065653599201234,25350.0,0
AL071975,CAROLINE,1975,8,28,12,0,,TD,22.8,-90.1,25.0,1013.0,140.81618497790782,-71.4167176044445,0.3871318107031665,0.6112066943066062,240,720,1.2065653599201234,25325.0,0
AL071975,CAROLINE,1975,8,28,18,0,,TD,22.9,-91.0,25.0,1010.0,93.03321945779248,-82.98900333231425,0.7843553488098922,0.08360276760411184,240,1080,1.2065653599201234,25250.0,0
AL081975,DORIS,1975,8,28,18,0,,SS,33.6,-47.5,40.0,1005.0,116.42616691709378,-73.06374903621293,-0.7606047320548804,0.3003699196289947,240,1080,1.2065653599201234,40200.0,0
AL071975,CAROLINE,1975,8,29,0,0,,TD,23.0,-91.9,30.0,1007.0,92.96602684922793,-82.9832288477614,0.593311862442253,-0.6033821395497999,241,0,1.1735108709918103,30210.0,0
AL081975,DORIS,1975,8,29,0,0,,SS,34.5,-48.1,40.0,1005.0,114.17111519016693,-28.859331722004544,-0.03220729041958669,0.04761827992160763,241,0,1.1735108709918103,40200.0,0
AL071975,CAROLINE,1975,8,29,6,0,,TS,23.1,-92.6,35.0,1003.0,72.58898949506232,-81.08753360568747,0.06884641135838174,-0.8925360469734557,241,360,1.1735108709918103,35105.0,0
AL081975,DORIS,1975,8,29,6,0,,SS,34.7,-48.5,45.0,1005.0,42.878323515995376,-58.72638418132871,0.02747097114685854,-0.13931663397265895,241,360,1.1735108709918103,45225.0,0
AL071975,CAROLINE,1975,8,29,12,0,,TS,23.2,-93.2,40.0,999.0,62.43532774569952,-79.66512604209518,-0.4671334618091874,-0.8101875797223387,241,720,1.1735108709918103,39960.0,0
AL081975,DORIS,1975,8,29,12,0,,TS,34.9,-48.9,45.0,1005.0,42.803269329278166,-58.66390013312067,-0.06846610750052895,-0.32877154407268766,241,720,1.1735108709918103,45225.0,0
AL071975,CAROLINE,1975,8,29,18,0,,TS,23.2,-93.6,50.0,994.0,40.94833446388493,-89.92121134619892,-0.7457603149205049,-0.5643218391732203,241,1080,1.1735108709918103,49700.0,0
AL081975,DORIS,1975,8,29,18,0,,TS,35.2,-49.1,50.0,1000.0,37.95595911558265,-28.67560930561393,-0.23626235955290895,-0.5506368161236551,241,1080,1.1735108709918103,50000.0,0
AL071975,CAROLINE,1975,8,30,0,0,,HU,23.3,-94.2,65.0,990.0,62.39039042798268,-79.65707560315677,-0.9647858553180033,-0.04613219994615197,242,0,1.1439011071755734,64350.0,0
AL081975,DORIS,1975,8,30,0,0,,TS,35.3,-48.9,55.0,997.0,21.316618145650764,58.578997585899955,-0.13784314987459603,-0.6619173614297222,242,0,1.1439011071755734,54835.0,0
AL071975,CAROLINE,1975,8,30,6,0,,HU,23.5,-94.9,65.0,990.0,74.90241241114201,-72.6606901098512,-0.7932138005991294,0.6057884128262516,242,360,1.1439011071755734,64350.0,0
AL081975,DORIS,1975,8,30,6,0,,TS,35.3,-48.5,55.0,997.0,36.38146975450963,89.88442816105989,0.13080081299329327,-0.6633449137889952,242,360,1.1439011071755734,54835.0,0
AL071975,CAROLINE,1975,8,30,12,0,,HU,23.7,-95.6,65.0,989.0,74.79950460502103,-72.63471117847966,-0.21477654395246273,0.9669191296456738,242,720,1.1439011071755734,64285.0,0
AL081975,DORIS,1975,8,30,12,0,,TS,35.3,-48.0,55.0,997.0,45.47681984624624,89.85553498049819,0.4328130051376454,-0.5194306786407176,242,720,1.1439011071755734,54835.0,0
AL071975,CAROLINE,1975,8,30,18,0,,HU,23.8,-96.3,70.0,987.0,72.21741014318881,-81.0373024024665,0.44998334602142653,0.8613403551753218,242,1080,1.1439011071755734,69090.0,0
AL081975,DORIS,1975,8,30,18,0,,TS,35.0,-47.1,55.0,997.0,88.50521308778904,111.83001488938099,0.428060488516697,0.010228227006516127,242,1080,1.1439011071755734,54835.0,0
AL071975,CAROLINE,1975,8,31,0,0,,HU,24.0,-97.0,100.0,973.0,74.64361687671393,-72.59524158335554,0.8377935908054436,0.343764554513581,243,0,1.1175190687418637,97300.0,0
AL081975,DORIS,1975,8,31,0,0,,HU,34.9,-46.3,65.0,990.0,73.91204198437819,98.40322809762762,0.22815001948948369,0.246426266203831,243,0,1.1175190687418637,64350.0,0
AL071975,CAROLINE,1975,8,31,6,0,,HU,24.1,-97.5,100.0,963.0,52.048303712951295,-77.61169498242232,0.8534577181454802,-0.09480316275968621,243,360,1.1175190687418637,96300.0,0
AL081975,DORIS,1975,8,31,6,0,,HU,34.8,-45.7,65.0,990.0,55.98277273573461,101.2580751312326,0.035147219164979704,0.2375252669862386,243,360,1.1175190687418637,64350.0,0
AL071975,CAROLINE,1975,8,31,12,0,,HU,24.3,-97.8,90.0,963.0,37.67808467736148,-53.92808641934378,0.6782811017312249,-0.2953084861193894,243,720,1.1175190687418637,86670.0,0
AL081975,DORIS,1975,8,31,12,0,,HU,34.7,-45.2,70.0,990.0,47.10729575685606,103.47828544248908,-0.0491036273989905,0.1332389302474486,243,720,1.1175190687418637,69300.0,0
AL071975,CAROLINE,1975,8,31,18,0,,TS,24.8,-98.0,55.0,993.0,58.9734841082066,-20.05450307702904,0.2676083193168924,-0.18728666006375347,243,1080,1.1175190687418637,54615.0,0
AL081975,DORIS,1975,8,31,18,0,,HU,34.6,-44.9,70.0,990.0,29.655576856568945,111.88182473257496,-0.02580553877385031,0.03372844706344346,243,1080,1.1175190687418637,69300.0,0
AL071975,CAROLINE,1975,9,1,0,0,,TD,25.1,-98.3,30.0,1000.0,44.96957800559697,-42.29223689804751,0.02007497224318081,-0.025857311332964508,244,0,1.0941742837052104,30000.0,0
AL081975,DORIS,1975,9,1,0,0,,HU,34.5,-44.6,75.0,984.0,29.68609973236445,111.85790107885843,0.0468644264208681,-0.03329467938135494,244,0,1.0941742837052104,73800.0,0
AL071975,CAROLINE,1975,9,1,6,0,,TD,25.2,-98.7,20.0,1002.0,41.82449989493526,-74.55661459009072,-0.017288837793001336,0.06494629396937739,244,360,1.0941742837052104,20040.0,0
AL081975,DORIS,1975,9,1,6,0,,HU,34.6,-44.2,75.0,984.0,38.35333704733805,73.07432503637682,-0.04146562688117675,0.00917255471890095,244,360,1.0941742837052104,73800.0,0
AL071975,CAROLINE,1975,9,1,12,0,,TD,25.3,-99.0,20.0,1002.0,32.189615211468364,-69.8068964643463,0.006629380308702559,0.16634795728969787,244,720,1.0941742837052104,20040.0,0
AL081975,DORIS,1975,9,1,12,0,,HU,34.9,-44.0,75.0,984.0,37.98651552100579,28.765143825018153,-0.33577223836581227,0.005944746506397904,244,720,1.0941742837052104,73800.0,0
AL081975,DORIS,1975,9,1,18,0,,HU,35.4,-44.0,75.0,984.0,55.471663131215145,0.0,-0.746179737409586,0.013210887858685438,244,1080,1.0941742837052104,73800.0,0
AL081975,DORIS,1975,9,2,0,0,,HU,35.8,-44.4,90.0,970.0,57.30140327556118,-39.12307120605898,-0.8652023547709239,0.3839941963865543,245,0,1.0737005192985216,87300.0,0
AL081975,DORIS,1975,9,2,6,0,,HU,36.4,-44.5,95.0,965.0,67.18273563391159,-7.673511595456769,-0.837085102026853,0.47673303519356613,245,360,1.0737005192985216,91675.0,0
AL081975,DORIS,1975,9,2,12,0,,HU,37.0,-44.3,95.0,965.0,68.94002153014414,14.965289298965628,-0.6113326018515473,0.20103178603899663,245,720,1.0737005192985216,91675.0,0
AL081975,DORIS,1975,9,2,18,0,,HU,37.7,-44.2,95.0,965.0,78.19254293276664,6.476014028422446,0.0008671929125828661,-0.0001918305604134084,245,1080,1.0737005192985216,91675.0,0
AL081975,DORIS,1975,9,3,0,0,,HU,38.4,-43.8,95.0,965.0,85.26203548290421,24.193503241472296,0.6342106905729382,0.11691277144076435,246,0,1.0559538106835429,91675.0,0
AL081975,DORIS,1975,9,3,6,0,,HU,39.7,-43.6,95.0,965.0,145.35599358633922,6.77777101444155,0.8433121054396046,0.33907790936647586,246,360,1.0559538106835429,91675.0,0
AL081975,DORIS,1975,9,3,12,0,,HU,41.1,-43.0,95.0,965.0,163.5898900731014,17.9474529812136,-0.14233086711878234,-0.2132667692190612,246,720,1.0559538106835429,91675.0,0
AL081975,DORIS,1975,9,3,18,0,,HU,42.0,-42.5,90.0,970.0,108.31305503628313,22.486966108688755,-0.08100556489826682,-0.9129347436970411,246,1080,1.0559538106835429,87300.0,0
AL081975,DORIS,1975,9,4,0,0,,TS,42.8,-42.0,60.0,995.0,97.93575093229849,24.686755438526077,0.37017785480430987,-0.8482210915648628,247,0,1.0408107741923882,59700.0,0
AL081975,DORIS,1975,9,4,6,0,,EX,43.2,-41.4,45.0,1005.0,66.09254615392213,47.54755421611277,0.5975027830132672,-0.3740179554929978,247,360,1.0408107741923882,45225.0,0
AL081975,DORIS,1975,9,4,12,0,,EX,43.5,-40.7,45.0,1005.0,65.816479191008,59.33551889842259,0.4592318326316032,0.06504580513117801,247,720,1.0408107741923882,45225.0,0
AL151975,GLADYS,1975,9,23,0,0,,TD,10.6,-35.8,25.0,1012.0,114.40317564969206,-73.04849420328117,0.29754799023038553,-0.8734870761737414,266,0,1.2065653599201234,25300.0,0
AL151975,GLADYS,1975,9,23,6,0,,TD,11.0,-36.7,25.0,1012.0,107.9119172932227,-65.7105541594992,-0.541044152208393,-0.8409825435515412,266,360,1.2065653599201234,25300.0,0
AL151975,GLADYS,1975,9,23,12,0,,TD,11.4,-37.4,25.0,1012.0,88.33011806587562,-59.87144141778815,-0.8785090342420584,-0.2709000089624807,266,720,1.2065653599201234,25300.0,0
AL151975,GLADYS,1975,9,23,18,0,,TD,11.7,-38.2,30.0,1010.0,93.3609170296276,-69.09891542909757,-0.668378785488013,0.36590815961339707,266,1080,1.2065653599201234,30300.0,0
AL151975,GLADYS,1975,9,24,0,0,,TD,12.1,-38.8,30.0,1010.0,78.93399974201047,-55.84277510655317,-0.20360235517435474,0.4009101187671017,267,0,1.243310745640948,30300.0,0
AL151975,GLADYS,1975,9,24,6,0,,TD,12.4,-39.6,30.0,1010.0,93.15314556093412,-69.0444466855241,0.05367726519488077,0.1566636337096548,267,360,1.243310745640948,30300.0,0
AL151975,GLADYS,1975,9,24,12,0,,TD,12.9,-40.0,30.0,1010.0,70.34089676420443,-38.10919669926568,-0.2184051676791546,-0.2440055143220886,267,720,1.243310745640948,30300.0,0
AL151975,GLADYS,1975,9,24,18,0,,TS,13.5,-40.4,35.0,1005.0,79.28548351162168,-33.10707392385176,-0.7269839223953589,-0.34287575146921223,267,1080,1.243310745640948,35175.0,0
AL151975,GLADYS,1975,9,25,0,0,,TS,14.2,-41.0,40.0,1005.0,101.01986627170764,-39.87510514095434,-0.9853909142424954,0.15830965119209975,268,0,1.2840254166877414,40200.0,0
AL151975,GLADYS,1975,9,25,6,0,,TS,14.8,-42.0,50.0,1000.0,126.59798766578523,-58.24873915405684,-0.31528925145933495,0.7224500049385233,268,360,1.2840254166877414,50000.0,0
AL151975,GLADYS,1975,9,25,12,0,,TS,15.4,-43.0,60.0,1000.0,126.3478615771761,-58.17196275353612,0.1682650317646136,0.25212619316816015,268,720,1.2840254166877414,60000.0,0
AL151975,GLADYS,1975,9,25,18,0,,HU,15.8,-44.0,65.0,990.0,116.01924347959995,-67.43926257056484,-0.09189244921903301,0.001626928179404883,268,1080,1.2840254166877414,64350.0,0
AL151975,GLADYS,1975,9,26,0,0,,HU,16.2,-45.0,65.0,990.0,115.82545132942549,-67.39546474198653,-0.2481736574560647,0.4019855332938642,269,0,1.3290234766113769,64350.0,0
AL151975,GLADYS,1975,9,26,6,0,,HU,16.4,-46.1,65.0,990.0,119.62554593365013,-79.18404616883488,0.33184576391998694,0.5450307578710256,269,360,1.3290234766113769,64350.0,0
AL151975,GLADYS,1975,9,26,12,0,,HU,16.6,-47.7,65.0,990.0,172.24995415356614,-82.39080569098874,0.652716730023858,-0.4240198444714878,269,720,1.3290234766113769,64350.0,0
AL151975,GLADYS,1975,9,26,18,0,,HU,16.8,-49.3,65.0,990.0,172.07488825759168,-82.38043498749353,-0.5050435766820214,-0.7298672651605241,269,1080,1.3290234766113769,64350.0,0
AL151975,GLADYS,1975,9,27,0,0,,HU,17.1,-50.7,65.0,990.0,152.77037792601294,-77.24469310319196,-0.8926190417109607,0.4142646262974199,270,0,1.3786587566901287,64350.0,0
AL151975,GLADYS,1975,9,27,6,0,,HU,17.6,-52.2,65.0,990.0,168.75869681738175,-70.63595420725518,0.3375556621789023,0.8867705769591476,270,360,1.3786587566901287,64350.0,0
AL151975,GLADYS,1975,9,27,12,0,,HU,18.2,-53.7,65.0,990.0,172.26027365656745,-67.09568271000371,0.5790690001930221,-0.17464774855521453,270,720,1.3786587566901287,64350.0,0
AL151975,GLADYS,1975,9,27,18,0,,HU,18.8,-55.1,65.0,990.0,162.07356167614432,-65.58929622366935,-0.006034688832625767,-0.04916667822747402,270,1080,1.3786587566901287,64350.0,0
AL151975,GLADYS,1975,9,28,0,0,,HU,19.4,-56.4,65.0,992.0,152.06694608105573,-63.891554955598934,0.517295976918524,0.07747688006054616,271,0,1.4333294145603401,64480.0,0
AL151975,GLADYS,1975,9,28,6,0,,HU,19.6,-57.4,65.0,992.0,107.28260963053515,-77.92386662878478,0.4494015307941154,-0.5129450684199451,271,360,1.4333294145603401,64480.0,0
AL151975,GLADYS,1975,9,28,12,0,,HU,19.8,-58.2,65.0,1000.0,86.74790170234701,-75.07858452743791,-0.06545913847866894,-0.8110364062718839,271,720,1.4333294145603401,65000.0,0
AL151975,GLADYS,1975,9,28,18,0,,HU,20.3,-59.3,65.0,998.0,127.69525640030702,-64.1241569221224,-0.9181203201435582,-0.3776773944728956,271,1080,1.4333294145603401,64870.0,0
AL151975,GLADYS,1975,9,29,0,0,,HU,21.2,-60.3,65.0,995.0,144.13164014838202,-46.08890179017491,-0.5830079616264724,0.40724931141166854,272,0,1.4934832018592537,64675.0,0
AL151975,GLADYS,1975,9,29,6,0,,HU,22.1,-61.4,70.0,990.0,151.3126396412991,-48.6062765883938,-0.01504580248263856,-0.10758965420981989,272,360,1.4934832018592537,69300.0,0
AL151975,GLADYS,1975,9,29,12,0,,HU,23.0,-62.6,70.0,990.0,158.64295796203527,-50.85218065975931,-0.8235774626830468,-0.1944457132542238,272,720,1.4934832018592537,69300.0,0
AL151975,GLADYS,1975,9,29,18,0,,HU,23.6,-63.9,75.0,985.0,148.65918558782943,-63.193583548978246,-0.4814001292632236,0.875674839198885,272,1080,1.4934832018592537,73875.0,0
AL151975,GLADYS,1975,9,30,0,0,,HU,24.1,-65.2,80.0,975.0,143.54155678568,-67.04499750699519,0.6144114909706339,0.5998968545463229,273,0,1.5596234976067807,78000.0,0
AL151975,GLADYS,1975,9,30,6,0,,HU,24.6,-66.5,80.0,975.0,143.06971517507012,-66.95921345187976,0.4390988858861166,-0.2552471644190988,273,360,1.5596234976067807,78000.0,0
AL151975,GLADYS,1975,9,30,12,0,,HU,25.1,-67.9,80.0,975.0,151.95311037007053,-68.33085735789318,-0.011401763799308502,-0.03068558036275529,273,720,1.5596234976067807,78000.0,0
AL151975,GLADYS,1975,9,30,18,0,,HU,25.6,-69.3,80.0,975.0,151.41999008230155,-68.24483564350267,0.4427575685088543,-0.08283999335642837,273,1080,1.5596234976067807,78000.0,0
